financial_year,sending_location,service,age_group,living_alone_status,percentage,nclient
2019/20,Angus,Telecare Only,0-17 years,Living Alone,0,0
2019/20,Angus,Telecare Only,0-17 years,Not Living Alone,0,0
2019/20,Angus,Telecare Only,0-17 years,Unknown,0,0
2019/20,Angus,Telecare Only,0-17 years,Not Recorded,0,0
2019/20,Angus,Telecare Only,18-64 years,Living Alone,0,0
2019/20,Angus,Telecare Only,18-64 years,Not Living Alone,100,10
2019/20,Angus,Telecare Only,18-64 years,Unknown,0,0
2019/20,Angus,Telecare Only,18-64 years,Not Recorded,0,0
2019/20,Angus,Telecare Only,65-74 years,Living Alone,0,0
2019/20,Angus,Telecare Only,65-74 years,Not Living Alone,100,5
2019/20,Angus,Telecare Only,65-74 years,Unknown,0,0
2019/20,Angus,Telecare Only,65-74 years,Not Recorded,0,0
2019/20,Angus,Telecare Only,75-84 years,Living Alone,0,0
2019/20,Angus,Telecare Only,75-84 years,Not Living Alone,100,10
2019/20,Angus,Telecare Only,75-84 years,Unknown,0,0
2019/20,Angus,Telecare Only,75-84 years,Not Recorded,0,0
2019/20,Angus,Telecare Only,85+ years,Living Alone,0,0
2019/20,Angus,Telecare Only,85+ years,Not Living Alone,0,0
2019/20,Angus,Telecare Only,85+ years,Unknown,0,0
2019/20,Angus,Telecare Only,85+ years,Not Recorded,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,4.5,180
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,93,3720
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,2.5,100
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,100,5
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,5.1,20
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,93.7,370
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,1.3,5
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,3.5,20
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,93.8,530
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,2.7,15
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,4.1,60
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,93.2,1370
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,2.7,40
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,5.1,80
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,92.3,1445
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,2.6,40
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2020/21,Angus,Community Alarm Only,All Ages,Not Living Alone,95.3,3320
2020/21,Angus,Community Alarm Only,All Ages,Living Alone,3.3,115
2020/21,Angus,Community Alarm Only,All Ages,Not Known,1.4,50
2020/21,Angus,Community Alarm Only,0-17 years,Not Living Alone,NA,0
2020/21,Angus,Community Alarm Only,18-64 years,Not Living Alone,95.2,295
2020/21,Angus,Community Alarm Only,18-64 years,Living Alone,3.2,10
2020/21,Angus,Community Alarm Only,18-64 years,Not Known,1.6,5
2020/21,Angus,Community Alarm Only,65-74 years,Not Living Alone,96,485
2020/21,Angus,Community Alarm Only,65-74 years,Living Alone,3,15
2020/21,Angus,Community Alarm Only,65-74 years,Not Known,1,5
2020/21,Angus,Community Alarm Only,75-84 years,Not Living Alone,95.3,1230
2020/21,Angus,Community Alarm Only,75-84 years,Living Alone,3.1,40
2020/21,Angus,Community Alarm Only,75-84 years,Not Known,1.6,20
2020/21,Angus,Community Alarm Only,85+ years,Not Living Alone,95.3,1315
2020/21,Angus,Community Alarm Only,85+ years,Living Alone,3.3,45
2020/21,Angus,Community Alarm Only,85+ years,Not Known,1.4,20
2020/21,Angus,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,94.7,445
2020/21,Angus,Receiving both Community Alarm and Telecare,All Ages,Living Alone,3.2,15
2020/21,Angus,Receiving both Community Alarm and Telecare,All Ages,Not Known,2.1,10
2020/21,Angus,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,NA,0
2020/21,Angus,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,100,45
2020/21,Angus,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,0,0
2020/21,Angus,Receiving both Community Alarm and Telecare,18-64 years,Not Known,0,0
2020/21,Angus,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,100,55
2020/21,Angus,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,0,0
2020/21,Angus,Receiving both Community Alarm and Telecare,65-74 years,Not Known,0,0
2020/21,Angus,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,93.8,150
2020/21,Angus,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,3.1,5
2020/21,Angus,Receiving both Community Alarm and Telecare,75-84 years,Not Known,3.1,5
2020/21,Angus,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,95.1,195
2020/21,Angus,Receiving both Community Alarm and Telecare,85+ years,Living Alone,2.4,5
2020/21,Angus,Receiving both Community Alarm and Telecare,85+ years,Not Known,2.4,5
2020/21,Angus,Telecare Only,All Ages,Not Living Alone,100,25
2020/21,Angus,Telecare Only,All Ages,Living Alone,0,0
2020/21,Angus,Telecare Only,All Ages,Not Known,0,0
2020/21,Angus,Telecare Only,0-17 years,Not Living Alone,NA,0
2020/21,Angus,Telecare Only,18-64 years,Not Living Alone,100,10
2020/21,Angus,Telecare Only,18-64 years,Living Alone,0,0
2020/21,Angus,Telecare Only,18-64 years,Not Known,0,0
2020/21,Angus,Telecare Only,65-74 years,Not Living Alone,100,5
2020/21,Angus,Telecare Only,65-74 years,Living Alone,0,0
2020/21,Angus,Telecare Only,65-74 years,Not Known,0,0
2020/21,Angus,Telecare Only,75-84 years,Not Living Alone,100,5
2020/21,Angus,Telecare Only,75-84 years,Living Alone,0,0
2020/21,Angus,Telecare Only,75-84 years,Not Known,0,0
2020/21,Angus,Telecare Only,85+ years,Not Living Alone,NA,0
2020/21,Angus,Telecare Only,85+ years,Living Alone,NA,0
2020/21,Angus,Telecare Only,85+ years,Not Known,NA,0
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,95.3,3785
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,3.1,125
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,1.5,60
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,NA,0
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,94.6,350
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,4.1,15
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,1.4,5
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,94.8,545
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,3.5,20
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,1.7,10
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,95.5,1380
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,3.1,45
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,1.4,20
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,95.3,1510
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,3.2,50
2020/21,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,1.6,25
2021/22,Angus,Community Alarm Only,All Ages,Not Living Alone,91.4,3070
2021/22,Angus,Community Alarm Only,All Ages,Living Alone,5.7,190
2021/22,Angus,Community Alarm Only,All Ages,Not Known,3,100
2021/22,Angus,Community Alarm Only,0-17 years,Not Living Alone,NA,0
2021/22,Angus,Community Alarm Only,18-64 years,Not Living Alone,87.9,255
2021/22,Angus,Community Alarm Only,18-64 years,Living Alone,6.9,20
2021/22,Angus,Community Alarm Only,18-64 years,Not Known,5.2,15
2021/22,Angus,Community Alarm Only,65-74 years,Not Living Alone,91.5,430
2021/22,Angus,Community Alarm Only,65-74 years,Living Alone,6.4,30
2021/22,Angus,Community Alarm Only,65-74 years,Not Known,2.1,10
2021/22,Angus,Community Alarm Only,75-84 years,Not Living Alone,92,1150
2021/22,Angus,Community Alarm Only,75-84 years,Living Alone,4.8,60
2021/22,Angus,Community Alarm Only,75-84 years,Not Known,3.2,40
2021/22,Angus,Community Alarm Only,85+ years,Not Living Alone,91.1,1230
2021/22,Angus,Community Alarm Only,85+ years,Living Alone,6.3,85
2021/22,Angus,Community Alarm Only,85+ years,Not Known,2.6,35
2021/22,Angus,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,91.4,480
2021/22,Angus,Receiving both Community Alarm and Telecare,All Ages,Living Alone,6.7,35
2021/22,Angus,Receiving both Community Alarm and Telecare,All Ages,Not Known,1.9,10
2021/22,Angus,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,NA,0
2021/22,Angus,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,92.3,60
2021/22,Angus,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,7.7,5
2021/22,Angus,Receiving both Community Alarm and Telecare,18-64 years,Not Known,0,0
2021/22,Angus,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,86.7,65
2021/22,Angus,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,13.3,10
2021/22,Angus,Receiving both Community Alarm and Telecare,65-74 years,Not Known,0,0
2021/22,Angus,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,93.3,140
2021/22,Angus,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,6.7,10
2021/22,Angus,Receiving both Community Alarm and Telecare,75-84 years,Not Known,0,0
2021/22,Angus,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,93.5,215
2021/22,Angus,Receiving both Community Alarm and Telecare,85+ years,Living Alone,4.3,10
2021/22,Angus,Receiving both Community Alarm and Telecare,85+ years,Not Known,2.2,5
2021/22,Angus,Telecare Only,All Ages,Not Living Alone,100,20
2021/22,Angus,Telecare Only,All Ages,Living Alone,0,0
2021/22,Angus,Telecare Only,All Ages,Not Known,0,0
2021/22,Angus,Telecare Only,0-17 years,Not Living Alone,NA,0
2021/22,Angus,Telecare Only,18-64 years,Not Living Alone,100,10
2021/22,Angus,Telecare Only,18-64 years,Living Alone,0,0
2021/22,Angus,Telecare Only,18-64 years,Not Known,0,0
2021/22,Angus,Telecare Only,65-74 years,Not Living Alone,100,5
2021/22,Angus,Telecare Only,65-74 years,Living Alone,0,0
2021/22,Angus,Telecare Only,65-74 years,Not Known,0,0
2021/22,Angus,Telecare Only,75-84 years,Not Living Alone,100,5
2021/22,Angus,Telecare Only,75-84 years,Living Alone,0,0
2021/22,Angus,Telecare Only,75-84 years,Not Known,0,0
2021/22,Angus,Telecare Only,85+ years,Not Living Alone,NA,0
2021/22,Angus,Telecare Only,85+ years,Living Alone,NA,0
2021/22,Angus,Telecare Only,85+ years,Not Known,NA,0
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,91.3,3570
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,5.9,230
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,2.8,110
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,NA,0
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,89,325
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,6.8,25
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,4.1,15
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,90.1,500
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,7.2,40
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,2.7,15
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,92.2,1300
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,5,70
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,2.8,40
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,91.8,1450
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,6,95
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,2.2,35
2018/19,Argyll and Bute,Community Alarm Only,All Ages,Living Alone,3.3,40
2018/19,Argyll and Bute,Community Alarm Only,All Ages,Not Living Alone,18.3,220
2018/19,Argyll and Bute,Community Alarm Only,All Ages,Unknown,78.3,940
2018/19,Argyll and Bute,Community Alarm Only,All Ages,Not Recorded,0,0
2018/19,Argyll and Bute,Community Alarm Only,0-17 years,Living Alone,0,0
2018/19,Argyll and Bute,Community Alarm Only,0-17 years,Not Living Alone,0,0
2018/19,Argyll and Bute,Community Alarm Only,0-17 years,Unknown,0,0
2018/19,Argyll and Bute,Community Alarm Only,0-17 years,Not Recorded,0,0
2018/19,Argyll and Bute,Community Alarm Only,18-64 years,Living Alone,4.8,5
2018/19,Argyll and Bute,Community Alarm Only,18-64 years,Not Living Alone,19,20
2018/19,Argyll and Bute,Community Alarm Only,18-64 years,Unknown,76.2,80
2018/19,Argyll and Bute,Community Alarm Only,18-64 years,Not Recorded,0,0
2018/19,Argyll and Bute,Community Alarm Only,65-74 years,Living Alone,3.2,5
2018/19,Argyll and Bute,Community Alarm Only,65-74 years,Not Living Alone,19.4,30
2018/19,Argyll and Bute,Community Alarm Only,65-74 years,Unknown,77.4,120
2018/19,Argyll and Bute,Community Alarm Only,65-74 years,Not Recorded,0,0
2018/19,Argyll and Bute,Community Alarm Only,75-84 years,Living Alone,2.4,10
2018/19,Argyll and Bute,Community Alarm Only,75-84 years,Not Living Alone,15.3,65
2018/19,Argyll and Bute,Community Alarm Only,75-84 years,Unknown,82.4,350
2018/19,Argyll and Bute,Community Alarm Only,75-84 years,Not Recorded,0,0
2018/19,Argyll and Bute,Community Alarm Only,85+ years,Living Alone,3.9,20
2018/19,Argyll and Bute,Community Alarm Only,85+ years,Not Living Alone,20.4,105
2018/19,Argyll and Bute,Community Alarm Only,85+ years,Unknown,75.7,390
2018/19,Argyll and Bute,Community Alarm Only,85+ years,Not Recorded,0,0
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Living Alone,4.2,55
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,23.9,315
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Unknown,72,950
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Living Alone,0,0
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,0,0
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Unknown,100,5
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,8.6,15
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,25.7,45
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Unknown,65.7,115
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,3.1,5
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,21.9,35
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Unknown,75,120
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,3.5,15
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,22.1,95
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Unknown,74.4,320
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Living Alone,2.8,15
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,25.9,140
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Unknown,71.3,385
2018/19,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0,0
2018/19,Argyll and Bute,Telecare Only,All Ages,Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,All Ages,Not Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,All Ages,Unknown,0,0
2018/19,Argyll and Bute,Telecare Only,All Ages,Not Recorded,0,0
2018/19,Argyll and Bute,Telecare Only,0-17 years,Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,0-17 years,Not Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,0-17 years,Unknown,0,0
2018/19,Argyll and Bute,Telecare Only,0-17 years,Not Recorded,0,0
2018/19,Argyll and Bute,Telecare Only,18-64 years,Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,18-64 years,Not Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,18-64 years,Unknown,0,0
2018/19,Argyll and Bute,Telecare Only,18-64 years,Not Recorded,0,0
2018/19,Argyll and Bute,Telecare Only,65-74 years,Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,65-74 years,Not Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,65-74 years,Unknown,0,0
2018/19,Argyll and Bute,Telecare Only,65-74 years,Not Recorded,0,0
2018/19,Argyll and Bute,Telecare Only,75-84 years,Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,75-84 years,Not Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,75-84 years,Unknown,0,0
2018/19,Argyll and Bute,Telecare Only,75-84 years,Not Recorded,0,0
2018/19,Argyll and Bute,Telecare Only,85+ years,Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,85+ years,Not Living Alone,0,0
2018/19,Argyll and Bute,Telecare Only,85+ years,Unknown,0,0
2018/19,Argyll and Bute,Telecare Only,85+ years,Not Recorded,0,0
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,3.8,95
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,21.2,535
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,75,1890
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,100,5
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,7.1,20
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,23.2,65
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,69.6,195
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,3.2,10
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,19.4,60
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,77.4,240
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,2.9,25
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,18.6,160
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,78.5,675
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,3.8,40
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,23.5,250
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,72.8,775
2018/19,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2019/20,Argyll and Bute,Community Alarm Only,All Ages,Living Alone,2.4,35
2019/20,Argyll and Bute,Community Alarm Only,All Ages,Not Living Alone,11.5,170
2019/20,Argyll and Bute,Community Alarm Only,All Ages,Unknown,86.1,1270
2019/20,Argyll and Bute,Community Alarm Only,All Ages,Not Recorded,0,0
2019/20,Argyll and Bute,Community Alarm Only,0-17 years,Living Alone,0,0
2019/20,Argyll and Bute,Community Alarm Only,0-17 years,Not Living Alone,0,0
2019/20,Argyll and Bute,Community Alarm Only,0-17 years,Unknown,0,0
2019/20,Argyll and Bute,Community Alarm Only,0-17 years,Not Recorded,0,0
2019/20,Argyll and Bute,Community Alarm Only,18-64 years,Living Alone,3.7,5
2019/20,Argyll and Bute,Community Alarm Only,18-64 years,Not Living Alone,11.1,15
2019/20,Argyll and Bute,Community Alarm Only,18-64 years,Unknown,85.2,115
2019/20,Argyll and Bute,Community Alarm Only,18-64 years,Not Recorded,0,0
2019/20,Argyll and Bute,Community Alarm Only,65-74 years,Living Alone,5.3,10
2019/20,Argyll and Bute,Community Alarm Only,65-74 years,Not Living Alone,5.3,10
2019/20,Argyll and Bute,Community Alarm Only,65-74 years,Unknown,89.5,170
2019/20,Argyll and Bute,Community Alarm Only,65-74 years,Not Recorded,0,0
2019/20,Argyll and Bute,Community Alarm Only,75-84 years,Living Alone,1.8,10
2019/20,Argyll and Bute,Community Alarm Only,75-84 years,Not Living Alone,12.6,70
2019/20,Argyll and Bute,Community Alarm Only,75-84 years,Unknown,85.6,475
2019/20,Argyll and Bute,Community Alarm Only,75-84 years,Not Recorded,0,0
2019/20,Argyll and Bute,Community Alarm Only,85+ years,Living Alone,1.7,10
2019/20,Argyll and Bute,Community Alarm Only,85+ years,Not Living Alone,12.6,75
2019/20,Argyll and Bute,Community Alarm Only,85+ years,Unknown,85.7,510
2019/20,Argyll and Bute,Community Alarm Only,85+ years,Not Recorded,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Living Alone,4,50
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,18.6,235
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Unknown,77.5,980
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Living Alone,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Unknown,100,5
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,9.4,15
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,25,40
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Unknown,65.6,105
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,3.6,5
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,14.3,20
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Unknown,82.1,115
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,2.3,10
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,18.6,80
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Unknown,79.1,340
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Living Alone,3.7,20
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,17.8,95
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Unknown,78.5,420
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0,0
2019/20,Argyll and Bute,Telecare Only,All Ages,Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,All Ages,Not Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,All Ages,Unknown,0,0
2019/20,Argyll and Bute,Telecare Only,All Ages,Not Recorded,0,0
2019/20,Argyll and Bute,Telecare Only,0-17 years,Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,0-17 years,Not Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,0-17 years,Unknown,0,0
2019/20,Argyll and Bute,Telecare Only,0-17 years,Not Recorded,0,0
2019/20,Argyll and Bute,Telecare Only,18-64 years,Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,18-64 years,Not Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,18-64 years,Unknown,0,0
2019/20,Argyll and Bute,Telecare Only,18-64 years,Not Recorded,0,0
2019/20,Argyll and Bute,Telecare Only,65-74 years,Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,65-74 years,Not Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,65-74 years,Unknown,0,0
2019/20,Argyll and Bute,Telecare Only,65-74 years,Not Recorded,0,0
2019/20,Argyll and Bute,Telecare Only,75-84 years,Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,75-84 years,Not Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,75-84 years,Unknown,0,0
2019/20,Argyll and Bute,Telecare Only,75-84 years,Not Recorded,0,0
