financial_quarter,sending_location,age_group,measure,numerator,rate,scotland_rate
2018/19 Q2,City of Edinburgh,18-64 years,Emergency Admissions Bed Days,4380,2662.6,2083
2018/19 Q2,City of Edinburgh,65-74 years,A&E Attendances,135,203,168
2018/19 Q2,City of Edinburgh,65-74 years,Emergency Admissions,115,172.9,171.5
2018/19 Q2,City of Edinburgh,65-74 years,Emergency Admissions Bed Days,3290,4947.4,3844
2018/19 Q2,City of Edinburgh,75-84 years,A&E Attendances,280,230.5,168.1
2018/19 Q2,City of Edinburgh,75-84 years,Emergency Admissions,230,189.3,181.4
2018/19 Q2,City of Edinburgh,75-84 years,Emergency Admissions Bed Days,7400,6090.5,4355.8
2018/19 Q2,City of Edinburgh,85+ years,A&E Attendances,425,250,171.5
2018/19 Q2,City of Edinburgh,85+ years,Emergency Admissions,345,202.9,183.5
2018/19 Q2,City of Edinburgh,85+ years,Emergency Admissions Bed Days,12645,7438.2,4946.4
2018/19 Q2,City of Edinburgh,Unknown,A&E Attendances,0,0,0
2018/19 Q2,City of Edinburgh,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,City of Edinburgh,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Clackmannanshire,All Ages,A&E Attendances,115,138.6,162.8
2018/19 Q2,Clackmannanshire,All Ages,Emergency Admissions,130,156.6,167.2
2018/19 Q2,Clackmannanshire,All Ages,Emergency Admissions Bed Days,4075,4909.6,4091.7
2018/19 Q2,Clackmannanshire,0-17 years,A&E Attendances,0,NA,117.6
2018/19 Q2,Clackmannanshire,0-17 years,Emergency Admissions,0,NA,88.2
2018/19 Q2,Clackmannanshire,0-17 years,Emergency Admissions Bed Days,0,NA,500
2018/19 Q2,Clackmannanshire,18-64 years,A&E Attendances,15,75,130.6
2018/19 Q2,Clackmannanshire,18-64 years,Emergency Admissions,15,75,104.1
2018/19 Q2,Clackmannanshire,18-64 years,Emergency Admissions Bed Days,350,1750,2083
2018/19 Q2,Clackmannanshire,65-74 years,A&E Attendances,30,214.3,168
2018/19 Q2,Clackmannanshire,65-74 years,Emergency Admissions,25,178.6,171.5
2018/19 Q2,Clackmannanshire,65-74 years,Emergency Admissions Bed Days,325,2321.4,3844
2018/19 Q2,Clackmannanshire,75-84 years,A&E Attendances,35,145.8,168.1
2018/19 Q2,Clackmannanshire,75-84 years,Emergency Admissions,50,208.3,181.4
2018/19 Q2,Clackmannanshire,75-84 years,Emergency Admissions Bed Days,1415,5895.8,4355.8
2018/19 Q2,Clackmannanshire,85+ years,A&E Attendances,40,163.3,171.5
2018/19 Q2,Clackmannanshire,85+ years,Emergency Admissions,40,163.3,183.5
2018/19 Q2,Clackmannanshire,85+ years,Emergency Admissions Bed Days,1985,8102,4946.4
2018/19 Q2,Clackmannanshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Clackmannanshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Clackmannanshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Comhairle nan Eilean Siar,All Ages,A&E Attendances,75,192.3,162.8
2018/19 Q2,Comhairle nan Eilean Siar,All Ages,Emergency Admissions,80,205.1,167.2
2018/19 Q2,Comhairle nan Eilean Siar,All Ages,Emergency Admissions Bed Days,2210,5666.7,4091.7
2018/19 Q2,Comhairle nan Eilean Siar,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Comhairle nan Eilean Siar,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Comhairle nan Eilean Siar,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Comhairle nan Eilean Siar,18-64 years,A&E Attendances,5,166.7,130.6
2018/19 Q2,Comhairle nan Eilean Siar,18-64 years,Emergency Admissions,5,166.7,104.1
2018/19 Q2,Comhairle nan Eilean Siar,18-64 years,Emergency Admissions Bed Days,70,2333.3,2083
2018/19 Q2,Comhairle nan Eilean Siar,65-74 years,A&E Attendances,5,100,168
2018/19 Q2,Comhairle nan Eilean Siar,65-74 years,Emergency Admissions,10,200,171.5
2018/19 Q2,Comhairle nan Eilean Siar,65-74 years,Emergency Admissions Bed Days,355,7100,3844
2018/19 Q2,Comhairle nan Eilean Siar,75-84 years,A&E Attendances,25,217.4,168.1
2018/19 Q2,Comhairle nan Eilean Siar,75-84 years,Emergency Admissions,30,260.9,181.4
2018/19 Q2,Comhairle nan Eilean Siar,75-84 years,Emergency Admissions Bed Days,385,3347.8,4355.8
2018/19 Q2,Comhairle nan Eilean Siar,85+ years,A&E Attendances,40,210.5,171.5
2018/19 Q2,Comhairle nan Eilean Siar,85+ years,Emergency Admissions,35,184.2,183.5
2018/19 Q2,Comhairle nan Eilean Siar,85+ years,Emergency Admissions Bed Days,1395,7342.1,4946.4
2018/19 Q2,Comhairle nan Eilean Siar,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Comhairle nan Eilean Siar,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Comhairle nan Eilean Siar,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Dumfries and Galloway,All Ages,A&E Attendances,360,152.9,162.8
2018/19 Q2,Dumfries and Galloway,All Ages,Emergency Admissions,335,142.3,167.2
2018/19 Q2,Dumfries and Galloway,All Ages,Emergency Admissions Bed Days,8560,3634.8,4091.7
2018/19 Q2,Dumfries and Galloway,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Dumfries and Galloway,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Dumfries and Galloway,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Dumfries and Galloway,18-64 years,A&E Attendances,55,98.2,130.6
2018/19 Q2,Dumfries and Galloway,18-64 years,Emergency Admissions,35,62.5,104.1
2018/19 Q2,Dumfries and Galloway,18-64 years,Emergency Admissions Bed Days,325,580.4,2083
2018/19 Q2,Dumfries and Galloway,65-74 years,A&E Attendances,55,154.9,168
2018/19 Q2,Dumfries and Galloway,65-74 years,Emergency Admissions,50,140.8,171.5
2018/19 Q2,Dumfries and Galloway,65-74 years,Emergency Admissions Bed Days,1280,3605.6,3844
2018/19 Q2,Dumfries and Galloway,75-84 years,A&E Attendances,100,153.8,168.1
2018/19 Q2,Dumfries and Galloway,75-84 years,Emergency Admissions,115,176.9,181.4
2018/19 Q2,Dumfries and Galloway,75-84 years,Emergency Admissions Bed Days,2650,4076.9,4355.8
2018/19 Q2,Dumfries and Galloway,85+ years,A&E Attendances,150,191.1,171.5
2018/19 Q2,Dumfries and Galloway,85+ years,Emergency Admissions,135,172,183.5
2018/19 Q2,Dumfries and Galloway,85+ years,Emergency Admissions Bed Days,4305,5484.1,4946.4
2018/19 Q2,Dumfries and Galloway,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Dumfries and Galloway,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Dumfries and Galloway,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Dundee City,All Ages,A&E Attendances,220,112.5,162.8
2018/19 Q2,Dundee City,All Ages,Emergency Admissions,380,194.4,167.2
2018/19 Q2,Dundee City,All Ages,Emergency Admissions Bed Days,9355,4785.2,4091.7
2018/19 Q2,Dundee City,0-17 years,A&E Attendances,0,NA,117.6
2018/19 Q2,Dundee City,0-17 years,Emergency Admissions,0,NA,88.2
2018/19 Q2,Dundee City,0-17 years,Emergency Admissions Bed Days,0,NA,500
2018/19 Q2,Dundee City,18-64 years,A&E Attendances,30,142.9,130.6
2018/19 Q2,Dundee City,18-64 years,Emergency Admissions,35,166.7,104.1
2018/19 Q2,Dundee City,18-64 years,Emergency Admissions Bed Days,1175,5595.2,2083
2018/19 Q2,Dundee City,65-74 years,A&E Attendances,45,136.4,168
2018/19 Q2,Dundee City,65-74 years,Emergency Admissions,65,197,171.5
2018/19 Q2,Dundee City,65-74 years,Emergency Admissions Bed Days,1185,3590.9,3844
2018/19 Q2,Dundee City,75-84 years,A&E Attendances,70,105.3,168.1
2018/19 Q2,Dundee City,75-84 years,Emergency Admissions,130,195.5,181.4
2018/19 Q2,Dundee City,75-84 years,Emergency Admissions Bed Days,3085,4639.1,4355.8
2018/19 Q2,Dundee City,85+ years,A&E Attendances,80,106.7,171.5
2018/19 Q2,Dundee City,85+ years,Emergency Admissions,150,200,183.5
2018/19 Q2,Dundee City,85+ years,Emergency Admissions Bed Days,3910,5213.3,4946.4
2018/19 Q2,Dundee City,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Dundee City,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Dundee City,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,East Ayrshire,All Ages,A&E Attendances,280,145.5,162.8
2018/19 Q2,East Ayrshire,All Ages,Emergency Admissions,370,192.2,167.2
2018/19 Q2,East Ayrshire,All Ages,Emergency Admissions Bed Days,7590,3942.9,4091.7
2018/19 Q2,East Ayrshire,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,East Ayrshire,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,East Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,East Ayrshire,18-64 years,A&E Attendances,35,132.1,130.6
2018/19 Q2,East Ayrshire,18-64 years,Emergency Admissions,40,150.9,104.1
2018/19 Q2,East Ayrshire,18-64 years,Emergency Admissions Bed Days,525,1981.1,2083
2018/19 Q2,East Ayrshire,65-74 years,A&E Attendances,35,116.7,168
2018/19 Q2,East Ayrshire,65-74 years,Emergency Admissions,55,183.3,171.5
2018/19 Q2,East Ayrshire,65-74 years,Emergency Admissions Bed Days,890,2966.7,3844
2018/19 Q2,East Ayrshire,75-84 years,A&E Attendances,110,154.9,168.1
2018/19 Q2,East Ayrshire,75-84 years,Emergency Admissions,135,190.1,181.4
2018/19 Q2,East Ayrshire,75-84 years,Emergency Admissions Bed Days,3010,4239.4,4355.8
2018/19 Q2,East Ayrshire,85+ years,A&E Attendances,100,152.7,171.5
2018/19 Q2,East Ayrshire,85+ years,Emergency Admissions,140,213.7,183.5
2018/19 Q2,East Ayrshire,85+ years,Emergency Admissions Bed Days,3160,4824.4,4946.4
2018/19 Q2,East Ayrshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,East Ayrshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,East Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,East Dunbartonshire,All Ages,A&E Attendances,240,150,162.8
2018/19 Q2,East Dunbartonshire,All Ages,Emergency Admissions,295,184.4,167.2
2018/19 Q2,East Dunbartonshire,All Ages,Emergency Admissions Bed Days,6025,3765.6,4091.7
2018/19 Q2,East Dunbartonshire,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,East Dunbartonshire,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,East Dunbartonshire,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,East Dunbartonshire,18-64 years,A&E Attendances,15,125,130.6
2018/19 Q2,East Dunbartonshire,18-64 years,Emergency Admissions,20,166.7,104.1
2018/19 Q2,East Dunbartonshire,18-64 years,Emergency Admissions Bed Days,215,1791.7,2083
2018/19 Q2,East Dunbartonshire,65-74 years,A&E Attendances,20,117.6,168
2018/19 Q2,East Dunbartonshire,65-74 years,Emergency Admissions,25,147.1,171.5
2018/19 Q2,East Dunbartonshire,65-74 years,Emergency Admissions Bed Days,540,3176.5,3844
2018/19 Q2,East Dunbartonshire,75-84 years,A&E Attendances,95,158.3,168.1
2018/19 Q2,East Dunbartonshire,75-84 years,Emergency Admissions,110,183.3,181.4
2018/19 Q2,East Dunbartonshire,75-84 years,Emergency Admissions Bed Days,2050,3416.7,4355.8
2018/19 Q2,East Dunbartonshire,85+ years,A&E Attendances,110,161.8,171.5
2018/19 Q2,East Dunbartonshire,85+ years,Emergency Admissions,140,205.9,183.5
2018/19 Q2,East Dunbartonshire,85+ years,Emergency Admissions Bed Days,3225,4742.6,4946.4
2018/19 Q2,East Dunbartonshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,East Dunbartonshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,East Dunbartonshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,East Lothian,All Ages,A&E Attendances,260,176.9,162.8
2018/19 Q2,East Lothian,All Ages,Emergency Admissions,210,142.9,167.2
2018/19 Q2,East Lothian,All Ages,Emergency Admissions Bed Days,6630,4510.2,4091.7
2018/19 Q2,East Lothian,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,East Lothian,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,East Lothian,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,East Lothian,18-64 years,A&E Attendances,50,129.9,130.6
2018/19 Q2,East Lothian,18-64 years,Emergency Admissions,30,77.9,104.1
2018/19 Q2,East Lothian,18-64 years,Emergency Admissions Bed Days,660,1714.3,2083
2018/19 Q2,East Lothian,65-74 years,A&E Attendances,35,189.2,168
2018/19 Q2,East Lothian,65-74 years,Emergency Admissions,25,135.1,171.5
2018/19 Q2,East Lothian,65-74 years,Emergency Admissions Bed Days,1435,7756.8,3844
2018/19 Q2,East Lothian,75-84 years,A&E Attendances,75,182.9,168.1
2018/19 Q2,East Lothian,75-84 years,Emergency Admissions,65,158.5,181.4
2018/19 Q2,East Lothian,75-84 years,Emergency Admissions Bed Days,1830,4463.4,4355.8
2018/19 Q2,East Lothian,85+ years,A&E Attendances,100,208.3,171.5
2018/19 Q2,East Lothian,85+ years,Emergency Admissions,85,177.1,183.5
2018/19 Q2,East Lothian,85+ years,Emergency Admissions Bed Days,2705,5635.4,4946.4
2018/19 Q2,East Lothian,Unknown,A&E Attendances,0,0,0
2018/19 Q2,East Lothian,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,East Lothian,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,East Renfrewshire,All Ages,A&E Attendances,160,153.8,162.8
2018/19 Q2,East Renfrewshire,All Ages,Emergency Admissions,170,163.5,167.2
2018/19 Q2,East Renfrewshire,All Ages,Emergency Admissions Bed Days,4005,3851,4091.7
2018/19 Q2,East Renfrewshire,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,East Renfrewshire,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,East Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,East Renfrewshire,18-64 years,A&E Attendances,10,87,130.6
2018/19 Q2,East Renfrewshire,18-64 years,Emergency Admissions,10,87,104.1
2018/19 Q2,East Renfrewshire,18-64 years,Emergency Admissions Bed Days,260,2260.9,2083
2018/19 Q2,East Renfrewshire,65-74 years,A&E Attendances,20,148.1,168
2018/19 Q2,East Renfrewshire,65-74 years,Emergency Admissions,20,148.1,171.5
2018/19 Q2,East Renfrewshire,65-74 years,Emergency Admissions Bed Days,450,3333.3,3844
2018/19 Q2,East Renfrewshire,75-84 years,A&E Attendances,55,169.2,168.1
2018/19 Q2,East Renfrewshire,75-84 years,Emergency Admissions,55,169.2,181.4
2018/19 Q2,East Renfrewshire,75-84 years,Emergency Admissions Bed Days,1230,3784.6,4355.8
2018/19 Q2,East Renfrewshire,85+ years,A&E Attendances,75,161.3,171.5
2018/19 Q2,East Renfrewshire,85+ years,Emergency Admissions,80,172,183.5
2018/19 Q2,East Renfrewshire,85+ years,Emergency Admissions Bed Days,2060,4430.1,4946.4
2018/19 Q2,East Renfrewshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,East Renfrewshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,East Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Falkirk,All Ages,A&E Attendances,330,161.8,162.8
2018/19 Q2,Falkirk,All Ages,Emergency Admissions,390,191.2,167.2
2018/19 Q2,Falkirk,All Ages,Emergency Admissions Bed Days,12840,6294.1,4091.7
2018/19 Q2,Falkirk,0-17 years,A&E Attendances,5,333.3,117.6
2018/19 Q2,Falkirk,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Falkirk,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Falkirk,18-64 years,A&E Attendances,35,170.7,130.6
2018/19 Q2,Falkirk,18-64 years,Emergency Admissions,35,170.7,104.1
2018/19 Q2,Falkirk,18-64 years,Emergency Admissions Bed Days,610,2975.6,2083
2018/19 Q2,Falkirk,65-74 years,A&E Attendances,50,163.9,168
2018/19 Q2,Falkirk,65-74 years,Emergency Admissions,65,213.1,171.5
2018/19 Q2,Falkirk,65-74 years,Emergency Admissions Bed Days,1830,6000,3844
2018/19 Q2,Falkirk,75-84 years,A&E Attendances,110,149.7,168.1
2018/19 Q2,Falkirk,75-84 years,Emergency Admissions,140,190.5,181.4
2018/19 Q2,Falkirk,75-84 years,Emergency Admissions Bed Days,4510,6136.1,4355.8
2018/19 Q2,Falkirk,85+ years,A&E Attendances,125,160.3,171.5
2018/19 Q2,Falkirk,85+ years,Emergency Admissions,150,192.3,183.5
2018/19 Q2,Falkirk,85+ years,Emergency Admissions Bed Days,5885,7544.9,4946.4
2018/19 Q2,Falkirk,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Falkirk,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Falkirk,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Fife,All Ages,A&E Attendances,515,115.7,162.8
2018/19 Q2,Fife,All Ages,Emergency Admissions,625,140.4,167.2
2018/19 Q2,Fife,All Ages,Emergency Admissions Bed Days,15570,3498.9,4091.7
2018/19 Q2,Fife,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Fife,0-17 years,Emergency Admissions,5,250,88.2
2018/19 Q2,Fife,0-17 years,Emergency Admissions Bed Days,30,1500,500
2018/19 Q2,Fife,18-64 years,A&E Attendances,130,114.5,130.6
2018/19 Q2,Fife,18-64 years,Emergency Admissions,115,101.3,104.1
2018/19 Q2,Fife,18-64 years,Emergency Admissions Bed Days,2285,2013.2,2083
2018/19 Q2,Fife,65-74 years,A&E Attendances,75,117.2,168
2018/19 Q2,Fife,65-74 years,Emergency Admissions,105,164.1,171.5
2018/19 Q2,Fife,65-74 years,Emergency Admissions Bed Days,2530,3953.1,3844
2018/19 Q2,Fife,75-84 years,A&E Attendances,140,118.6,168.1
2018/19 Q2,Fife,75-84 years,Emergency Admissions,205,173.7,181.4
2018/19 Q2,Fife,75-84 years,Emergency Admissions Bed Days,5965,5055.1,4355.8
2018/19 Q2,Fife,85+ years,A&E Attendances,165,111.5,171.5
2018/19 Q2,Fife,85+ years,Emergency Admissions,195,131.8,183.5
2018/19 Q2,Fife,85+ years,Emergency Admissions Bed Days,4765,3219.6,4946.4
2018/19 Q2,Fife,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Fife,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Fife,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Glasgow City,All Ages,A&E Attendances,925,145.2,162.8
2018/19 Q2,Glasgow City,All Ages,Emergency Admissions,920,144.4,167.2
2018/19 Q2,Glasgow City,All Ages,Emergency Admissions Bed Days,19850,3116.2,4091.7
2018/19 Q2,Glasgow City,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Glasgow City,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Glasgow City,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Glasgow City,18-64 years,A&E Attendances,60,164.4,130.6
2018/19 Q2,Glasgow City,18-64 years,Emergency Admissions,55,150.7,104.1
2018/19 Q2,Glasgow City,18-64 years,Emergency Admissions Bed Days,825,2260.3,2083
2018/19 Q2,Glasgow City,65-74 years,A&E Attendances,165,154.2,168
2018/19 Q2,Glasgow City,65-74 years,Emergency Admissions,155,144.9,171.5
2018/19 Q2,Glasgow City,65-74 years,Emergency Admissions Bed Days,3585,3350.5,3844
2018/19 Q2,Glasgow City,75-84 years,A&E Attendances,335,135.9,168.1
2018/19 Q2,Glasgow City,75-84 years,Emergency Admissions,365,148.1,181.4
2018/19 Q2,Glasgow City,75-84 years,Emergency Admissions Bed Days,7105,2882.4,4355.8
2018/19 Q2,Glasgow City,85+ years,A&E Attendances,360,146.6,171.5
2018/19 Q2,Glasgow City,85+ years,Emergency Admissions,345,140.5,183.5
2018/19 Q2,Glasgow City,85+ years,Emergency Admissions Bed Days,8330,3393.1,4946.4
2018/19 Q2,Glasgow City,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Glasgow City,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Glasgow City,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Highland,All Ages,A&E Attendances,300,143.2,162.8
2018/19 Q2,Highland,All Ages,Emergency Admissions,360,171.8,167.2
2018/19 Q2,Highland,All Ages,Emergency Admissions Bed Days,9995,4770.9,4091.7
2018/19 Q2,Highland,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Highland,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Highland,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Highland,18-64 years,A&E Attendances,30,142.9,130.6
2018/19 Q2,Highland,18-64 years,Emergency Admissions,25,119,104.1
2018/19 Q2,Highland,18-64 years,Emergency Admissions Bed Days,705,3357.1,2083
2018/19 Q2,Highland,65-74 years,A&E Attendances,35,116.7,168
2018/19 Q2,Highland,65-74 years,Emergency Admissions,55,183.3,171.5
2018/19 Q2,Highland,65-74 years,Emergency Admissions Bed Days,1565,5216.7,3844
2018/19 Q2,Highland,75-84 years,A&E Attendances,110,158.3,168.1
2018/19 Q2,Highland,75-84 years,Emergency Admissions,120,172.7,181.4
2018/19 Q2,Highland,75-84 years,Emergency Admissions Bed Days,3240,4661.9,4355.8
2018/19 Q2,Highland,85+ years,A&E Attendances,125,140.4,171.5
2018/19 Q2,Highland,85+ years,Emergency Admissions,160,179.8,183.5
2018/19 Q2,Highland,85+ years,Emergency Admissions Bed Days,4490,5044.9,4946.4
2018/19 Q2,Highland,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Highland,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Highland,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Inverclyde,All Ages,A&E Attendances,330,240.9,162.8
2018/19 Q2,Inverclyde,All Ages,Emergency Admissions,295,215.3,167.2
2018/19 Q2,Inverclyde,All Ages,Emergency Admissions Bed Days,6950,5073,4091.7
2018/19 Q2,Inverclyde,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Inverclyde,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Inverclyde,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Inverclyde,18-64 years,A&E Attendances,35,241.4,130.6
2018/19 Q2,Inverclyde,18-64 years,Emergency Admissions,30,206.9,104.1
2018/19 Q2,Inverclyde,18-64 years,Emergency Admissions Bed Days,345,2379.3,2083
2018/19 Q2,Inverclyde,65-74 years,A&E Attendances,55,224.5,168
2018/19 Q2,Inverclyde,65-74 years,Emergency Admissions,45,183.7,171.5
2018/19 Q2,Inverclyde,65-74 years,Emergency Admissions Bed Days,970,3959.2,3844
2018/19 Q2,Inverclyde,75-84 years,A&E Attendances,130,262.6,168.1
2018/19 Q2,Inverclyde,75-84 years,Emergency Admissions,115,232.3,181.4
2018/19 Q2,Inverclyde,75-84 years,Emergency Admissions Bed Days,2825,5707.1,4355.8
2018/19 Q2,Inverclyde,85+ years,A&E Attendances,110,226.8,171.5
2018/19 Q2,Inverclyde,85+ years,Emergency Admissions,105,216.5,183.5
2018/19 Q2,Inverclyde,85+ years,Emergency Admissions Bed Days,2810,5793.8,4946.4
2018/19 Q2,Inverclyde,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Inverclyde,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Inverclyde,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Midlothian,All Ages,A&E Attendances,170,163.5,162.8
2018/19 Q2,Midlothian,All Ages,Emergency Admissions,125,120.2,167.2
2018/19 Q2,Midlothian,All Ages,Emergency Admissions Bed Days,4675,4495.2,4091.7
2018/19 Q2,Midlothian,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Midlothian,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Midlothian,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Midlothian,18-64 years,A&E Attendances,25,90.9,130.6
2018/19 Q2,Midlothian,18-64 years,Emergency Admissions,15,54.5,104.1
2018/19 Q2,Midlothian,18-64 years,Emergency Admissions Bed Days,370,1345.5,2083
2018/19 Q2,Midlothian,65-74 years,A&E Attendances,30,193.5,168
2018/19 Q2,Midlothian,65-74 years,Emergency Admissions,20,129,171.5
2018/19 Q2,Midlothian,65-74 years,Emergency Admissions Bed Days,750,4838.7,3844
2018/19 Q2,Midlothian,75-84 years,A&E Attendances,50,161.3,168.1
2018/19 Q2,Midlothian,75-84 years,Emergency Admissions,40,129,181.4
2018/19 Q2,Midlothian,75-84 years,Emergency Admissions Bed Days,980,3161.3,4355.8
2018/19 Q2,Midlothian,85+ years,A&E Attendances,65,220.3,171.5
2018/19 Q2,Midlothian,85+ years,Emergency Admissions,50,169.5,183.5
2018/19 Q2,Midlothian,85+ years,Emergency Admissions Bed Days,2575,8728.8,4946.4
2018/19 Q2,Midlothian,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Midlothian,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Midlothian,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Moray,All Ages,A&E Attendances,190,162.4,162.8
2018/19 Q2,Moray,All Ages,Emergency Admissions,165,141,167.2
2018/19 Q2,Moray,All Ages,Emergency Admissions Bed Days,4030,3444.4,4091.7
2018/19 Q2,Moray,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Moray,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Moray,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Moray,18-64 years,A&E Attendances,20,88.9,130.6
2018/19 Q2,Moray,18-64 years,Emergency Admissions,15,66.7,104.1
2018/19 Q2,Moray,18-64 years,Emergency Admissions Bed Days,180,800,2083
2018/19 Q2,Moray,65-74 years,A&E Attendances,25,161.3,168
2018/19 Q2,Moray,65-74 years,Emergency Admissions,20,129,171.5
2018/19 Q2,Moray,65-74 years,Emergency Admissions Bed Days,300,1935.5,3844
2018/19 Q2,Moray,75-84 years,A&E Attendances,55,161.8,168.1
2018/19 Q2,Moray,75-84 years,Emergency Admissions,50,147.1,181.4
2018/19 Q2,Moray,75-84 years,Emergency Admissions Bed Days,1225,3602.9,4355.8
2018/19 Q2,Moray,85+ years,A&E Attendances,90,200,171.5
2018/19 Q2,Moray,85+ years,Emergency Admissions,80,177.8,183.5
2018/19 Q2,Moray,85+ years,Emergency Admissions Bed Days,2325,5166.7,4946.4
2018/19 Q2,Moray,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Moray,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Moray,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,North Ayrshire,All Ages,A&E Attendances,395,157.4,162.8
2018/19 Q2,North Ayrshire,All Ages,Emergency Admissions,440,175.3,167.2
2018/19 Q2,North Ayrshire,All Ages,Emergency Admissions Bed Days,10295,4101.6,4091.7
2018/19 Q2,North Ayrshire,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,North Ayrshire,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,North Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,500
