financial_year,sending_location,age_group,sds_support_need,nclient,rate
2017/18,Angus,18-64 years,Personal Care,270,421.875
2017/18,Angus,65-74 years,Personal Care,180,514.2857142857142
2017/18,Angus,75-84 years,Personal Care,340,531.25
2017/18,Angus,85+ years,Personal Care,505,554.945054945055
2017/18,Angus,Unknown,Personal Care,0,NA
2017/18,Angus,All Ages,Respite,300,117.1875
2017/18,Angus,0-17 years,Respite,5,250
2017/18,Angus,18-64 years,Respite,65,101.5625
2017/18,Angus,65-74 years,Respite,40,114.28571428571428
2017/18,Angus,75-84 years,Respite,100,156.25
2017/18,Angus,85+ years,Respite,90,98.90109890109889
2017/18,Angus,Unknown,Respite,0,NA
2017/18,Angus,All Ages,Social Educational Recreational,0,0
2017/18,Angus,0-17 years,Social Educational Recreational,0,0
2017/18,Angus,18-64 years,Social Educational Recreational,0,0
2017/18,Angus,65-74 years,Social Educational Recreational,0,0
2017/18,Angus,75-84 years,Social Educational Recreational,0,0
2017/18,Angus,85+ years,Social Educational Recreational,0,0
2017/18,Angus,Unknown,Social Educational Recreational,0,NA
2017/18,Angus,All Ages,Other,0,0
2017/18,Angus,0-17 years,Other,0,0
2017/18,Angus,18-64 years,Other,0,0
2017/18,Angus,65-74 years,Other,0,0
2017/18,Angus,75-84 years,Other,0,0
2017/18,Angus,85+ years,Other,0,0
2017/18,Angus,Unknown,Other,0,NA
2017/18,Angus,All Ages,Not Known,0,0
2017/18,Angus,0-17 years,Not Known,0,0
2017/18,Angus,18-64 years,Not Known,0,0
2017/18,Angus,65-74 years,Not Known,0,0
2017/18,Angus,75-84 years,Not Known,0,0
2017/18,Angus,85+ years,Not Known,0,0
2017/18,Angus,Unknown,Not Known,0,NA
2018/19,Angus,All Ages,Domestic Care,0,0
2018/19,Angus,0-17 years,Domestic Care,0,0
2018/19,Angus,18-64 years,Domestic Care,0,0
2018/19,Angus,65-74 years,Domestic Care,0,0
2018/19,Angus,75-84 years,Domestic Care,0,0
2018/19,Angus,85+ years,Domestic Care,0,0
2018/19,Angus,Unknown,Domestic Care,0,NA
2018/19,Angus,All Ages,Equipment and Temporary Adaptations,0,0
2018/19,Angus,0-17 years,Equipment and Temporary Adaptations,0,0
2018/19,Angus,18-64 years,Equipment and Temporary Adaptations,0,0
2018/19,Angus,65-74 years,Equipment and Temporary Adaptations,0,0
2018/19,Angus,75-84 years,Equipment and Temporary Adaptations,0,0
2018/19,Angus,85+ years,Equipment and Temporary Adaptations,0,0
2018/19,Angus,Unknown,Equipment and Temporary Adaptations,0,NA
2018/19,Angus,All Ages,Health Care,0,0
2018/19,Angus,0-17 years,Health Care,0,0
2018/19,Angus,18-64 years,Health Care,0,0
2018/19,Angus,65-74 years,Health Care,0,0
2018/19,Angus,75-84 years,Health Care,0,0
2018/19,Angus,85+ years,Health Care,0,0
2018/19,Angus,Unknown,Health Care,0,NA
2018/19,Angus,All Ages,Housing Support,0,0
2018/19,Angus,0-17 years,Housing Support,0,0
2018/19,Angus,18-64 years,Housing Support,0,0
2018/19,Angus,65-74 years,Housing Support,0,0
2018/19,Angus,75-84 years,Housing Support,0,0
2018/19,Angus,85+ years,Housing Support,0,0
2018/19,Angus,Unknown,Housing Support,0,NA
2018/19,Angus,All Ages,Meals,0,0
2018/19,Angus,0-17 years,Meals,0,0
2018/19,Angus,18-64 years,Meals,0,0
2018/19,Angus,65-74 years,Meals,0,0
2018/19,Angus,75-84 years,Meals,0,0
2018/19,Angus,85+ years,Meals,0,0
2018/19,Angus,Unknown,Meals,0,NA
2018/19,Angus,All Ages,Personal Care,1210,565.4205607476636
2018/19,Angus,0-17 years,Personal Care,0,0
2018/19,Angus,18-64 years,Personal Care,275,416.6666666666667
2018/19,Angus,65-74 years,Personal Care,180,545.4545454545454
2018/19,Angus,75-84 years,Personal Care,330,611.1111111111112
2018/19,Angus,85+ years,Personal Care,430,716.6666666666666
2018/19,Angus,Unknown,Personal Care,0,NA
2018/19,Angus,All Ages,Respite,185,86.44859813084112
2018/19,Angus,0-17 years,Respite,0,0
2018/19,Angus,18-64 years,Respite,50,75.75757575757576
2018/19,Angus,65-74 years,Respite,25,75.75757575757576
2018/19,Angus,75-84 years,Respite,60,111.1111111111111
2018/19,Angus,85+ years,Respite,50,83.33333333333333
2018/19,Angus,Unknown,Respite,0,NA
2018/19,Angus,All Ages,Social Educational Recreational,0,0
2018/19,Angus,0-17 years,Social Educational Recreational,0,0
2018/19,Angus,18-64 years,Social Educational Recreational,0,0
2018/19,Angus,65-74 years,Social Educational Recreational,0,0
2018/19,Angus,75-84 years,Social Educational Recreational,0,0
2018/19,Angus,85+ years,Social Educational Recreational,0,0
2018/19,Angus,Unknown,Social Educational Recreational,0,NA
2018/19,Angus,All Ages,Other,0,0
2018/19,Angus,0-17 years,Other,0,0
2018/19,Angus,18-64 years,Other,0,0
2018/19,Angus,65-74 years,Other,0,0
2018/19,Angus,75-84 years,Other,0,0
2018/19,Angus,85+ years,Other,0,0
2018/19,Angus,Unknown,Other,0,NA
2018/19,Angus,All Ages,Not Known,0,0
2018/19,Angus,0-17 years,Not Known,0,0
2018/19,Angus,18-64 years,Not Known,0,0
2018/19,Angus,65-74 years,Not Known,0,0
2018/19,Angus,75-84 years,Not Known,0,0
2018/19,Angus,85+ years,Not Known,0,0
2018/19,Angus,Unknown,Not Known,0,NA
2019/20,Angus,All Ages,Domestic Care,0,0
2019/20,Angus,0-17 years,Domestic Care,0,0
2019/20,Angus,18-64 years,Domestic Care,0,0
2019/20,Angus,65-74 years,Domestic Care,0,0
2019/20,Angus,75-84 years,Domestic Care,0,0
2019/20,Angus,85+ years,Domestic Care,0,0
2019/20,Angus,Unknown,Domestic Care,0,NA
2019/20,Angus,All Ages,Equipment and Temporary Adaptations,0,0
2019/20,Angus,0-17 years,Equipment and Temporary Adaptations,0,0
2019/20,Angus,18-64 years,Equipment and Temporary Adaptations,0,0
2019/20,Angus,65-74 years,Equipment and Temporary Adaptations,0,0
2019/20,Angus,75-84 years,Equipment and Temporary Adaptations,0,0
2019/20,Angus,85+ years,Equipment and Temporary Adaptations,0,0
2019/20,Angus,Unknown,Equipment and Temporary Adaptations,0,NA
2019/20,Angus,All Ages,Health Care,0,0
2019/20,Angus,0-17 years,Health Care,0,0
2019/20,Angus,18-64 years,Health Care,0,0
2019/20,Angus,65-74 years,Health Care,0,0
2019/20,Angus,75-84 years,Health Care,0,0
2019/20,Angus,85+ years,Health Care,0,0
2019/20,Angus,Unknown,Health Care,0,NA
2019/20,Angus,All Ages,Housing Support,0,0
2019/20,Angus,0-17 years,Housing Support,0,0
2019/20,Angus,18-64 years,Housing Support,0,0
2019/20,Angus,65-74 years,Housing Support,0,0
2019/20,Angus,75-84 years,Housing Support,0,0
2019/20,Angus,85+ years,Housing Support,0,0
2019/20,Angus,Unknown,Housing Support,0,NA
2019/20,Angus,All Ages,Meals,0,0
2019/20,Angus,0-17 years,Meals,0,0
2019/20,Angus,18-64 years,Meals,0,0
2019/20,Angus,65-74 years,Meals,0,0
2019/20,Angus,75-84 years,Meals,0,0
2019/20,Angus,85+ years,Meals,0,0
2019/20,Angus,Unknown,Meals,0,NA
2019/20,Angus,All Ages,Personal Care,1605,612.5954198473282
2019/20,Angus,0-17 years,Personal Care,5,500
2019/20,Angus,18-64 years,Personal Care,320,432.43243243243245
2019/20,Angus,65-74 years,Personal Care,210,552.6315789473684
2019/20,Angus,75-84 years,Personal Care,455,664.2335766423357
2019/20,Angus,85+ years,Personal Care,610,757.7639751552795
2019/20,Angus,Unknown,Personal Care,0,NA
2019/20,Angus,All Ages,Respite,275,104.96183206106869
2019/20,Angus,0-17 years,Respite,5,500
2019/20,Angus,18-64 years,Respite,55,74.32432432432432
2019/20,Angus,65-74 years,Respite,40,105.26315789473684
2019/20,Angus,75-84 years,Respite,85,124.08759124087591
2019/20,Angus,85+ years,Respite,90,111.80124223602485
2019/20,Angus,Unknown,Respite,0,NA
2019/20,Angus,All Ages,Social Educational Recreational,0,0
2019/20,Angus,0-17 years,Social Educational Recreational,0,0
2019/20,Angus,18-64 years,Social Educational Recreational,0,0
2019/20,Angus,65-74 years,Social Educational Recreational,0,0
2019/20,Angus,75-84 years,Social Educational Recreational,0,0
2019/20,Angus,85+ years,Social Educational Recreational,0,0
2019/20,Angus,Unknown,Social Educational Recreational,0,NA
2019/20,Angus,All Ages,Other,0,0
2019/20,Angus,0-17 years,Other,0,0
2019/20,Angus,18-64 years,Other,0,0
2019/20,Angus,65-74 years,Other,0,0
2019/20,Angus,75-84 years,Other,0,0
2019/20,Angus,85+ years,Other,0,0
2019/20,Angus,Unknown,Other,0,NA
2019/20,Angus,All Ages,Not Known,0,0
2019/20,Angus,0-17 years,Not Known,0,0
2019/20,Angus,18-64 years,Not Known,0,0
2019/20,Angus,65-74 years,Not Known,0,0
2019/20,Angus,75-84 years,Not Known,0,0
2019/20,Angus,85+ years,Not Known,0,0
2019/20,Angus,Unknown,Not Known,0,NA
2020/21,Angus,All Ages,Domestic Care,0,0
2020/21,Angus,0-17 years,Domestic Care,0,0
2020/21,Angus,18-64 years,Domestic Care,0,0
2020/21,Angus,65-74 years,Domestic Care,0,0
2020/21,Angus,75-84 years,Domestic Care,0,0
2020/21,Angus,85+ years,Domestic Care,0,0
2020/21,Angus,Unknown,Domestic Care,0,NA
2020/21,Angus,All Ages,Equipment and Temporary Adaptations,0,0
2020/21,Angus,0-17 years,Equipment and Temporary Adaptations,0,0
2020/21,Angus,18-64 years,Equipment and Temporary Adaptations,0,0
2020/21,Angus,65-74 years,Equipment and Temporary Adaptations,0,0
2020/21,Angus,75-84 years,Equipment and Temporary Adaptations,0,0
2020/21,Angus,85+ years,Equipment and Temporary Adaptations,0,0
2020/21,Angus,Unknown,Equipment and Temporary Adaptations,0,NA
2020/21,Angus,All Ages,Health Care,0,0
2020/21,Angus,0-17 years,Health Care,0,0
2020/21,Angus,18-64 years,Health Care,0,0
2020/21,Angus,65-74 years,Health Care,0,0
2020/21,Angus,75-84 years,Health Care,0,0
2020/21,Angus,85+ years,Health Care,0,0
2020/21,Angus,Unknown,Health Care,0,NA
2020/21,Angus,All Ages,Housing Support,0,0
2020/21,Angus,0-17 years,Housing Support,0,0
2020/21,Angus,18-64 years,Housing Support,0,0
2020/21,Angus,65-74 years,Housing Support,0,0
2020/21,Angus,75-84 years,Housing Support,0,0
2020/21,Angus,85+ years,Housing Support,0,0
2020/21,Angus,Unknown,Housing Support,0,NA
2020/21,Angus,All Ages,Meals,0,0
2020/21,Angus,0-17 years,Meals,0,0
2020/21,Angus,18-64 years,Meals,0,0
2020/21,Angus,65-74 years,Meals,0,0
2020/21,Angus,75-84 years,Meals,0,0
2020/21,Angus,85+ years,Meals,0,0
2020/21,Angus,Unknown,Meals,0,NA
2020/21,Angus,All Ages,Personal Care,1585,643.0020283975659
2020/21,Angus,0-17 years,Personal Care,0,0
2020/21,Angus,18-64 years,Personal Care,350,486.1111111111111
2020/21,Angus,65-74 years,Personal Care,210,583.3333333333334
2020/21,Angus,75-84 years,Personal Care,445,712
2020/21,Angus,85+ years,Personal Care,580,768.2119205298013
2020/21,Angus,Unknown,Personal Care,0,NA
2020/21,Angus,All Ages,Respite,235,95.33468559837728
2020/21,Angus,0-17 years,Respite,0,0
2020/21,Angus,18-64 years,Respite,50,69.44444444444444
2020/21,Angus,65-74 years,Respite,25,69.44444444444444
2020/21,Angus,75-84 years,Respite,75,120
2020/21,Angus,85+ years,Respite,80,105.96026490066225
2020/21,Angus,Unknown,Respite,0,NA
2020/21,Angus,All Ages,Social Educational Recreational,0,0
2020/21,Angus,0-17 years,Social Educational Recreational,0,0
2020/21,Angus,18-64 years,Social Educational Recreational,0,0
2020/21,Angus,65-74 years,Social Educational Recreational,0,0
2020/21,Angus,75-84 years,Social Educational Recreational,0,0
2020/21,Angus,85+ years,Social Educational Recreational,0,0
2020/21,Angus,Unknown,Social Educational Recreational,0,NA
2020/21,Angus,All Ages,Other,0,0
2020/21,Angus,0-17 years,Other,0,0
2020/21,Angus,18-64 years,Other,0,0
2020/21,Angus,65-74 years,Other,0,0
2020/21,Angus,75-84 years,Other,0,0
2020/21,Angus,85+ years,Other,0,0
2020/21,Angus,Unknown,Other,0,NA
2020/21,Angus,All Ages,Not Known,0,0
2020/21,Angus,0-17 years,Not Known,0,0
2020/21,Angus,18-64 years,Not Known,0,0
2020/21,Angus,65-74 years,Not Known,0,0
2020/21,Angus,75-84 years,Not Known,0,0
2020/21,Angus,85+ years,Not Known,0,0
2020/21,Angus,Unknown,Not Known,0,NA
2017/18,Argyll and Bute,All Ages,Domestic Care,25,15.197568389057752
2017/18,Argyll and Bute,0-17 years,Domestic Care,0,NA
2017/18,Argyll and Bute,18-64 years,Domestic Care,15,44.776119402985074
2017/18,Argyll and Bute,65-74 years,Domestic Care,5,22.22222222222222
2017/18,Argyll and Bute,75-84 years,Domestic Care,0,0
2017/18,Argyll and Bute,85+ years,Domestic Care,5,8.547008547008549
2017/18,Argyll and Bute,Unknown,Domestic Care,0,0
2017/18,Argyll and Bute,All Ages,Equipment and Temporary Adaptations,0,0
2017/18,Argyll and Bute,0-17 years,Equipment and Temporary Adaptations,0,NA
2017/18,Argyll and Bute,18-64 years,Equipment and Temporary Adaptations,0,0
2017/18,Argyll and Bute,65-74 years,Equipment and Temporary Adaptations,0,0
2017/18,Argyll and Bute,75-84 years,Equipment and Temporary Adaptations,0,0
2017/18,Argyll and Bute,85+ years,Equipment and Temporary Adaptations,0,0
2017/18,Argyll and Bute,Unknown,Equipment and Temporary Adaptations,0,0
2017/18,Argyll and Bute,All Ages,Health Care,0,0
2017/18,Argyll and Bute,0-17 years,Health Care,0,NA
2017/18,Argyll and Bute,18-64 years,Health Care,0,0
2017/18,Argyll and Bute,65-74 years,Health Care,0,0
2017/18,Argyll and Bute,75-84 years,Health Care,0,0
2017/18,Argyll and Bute,85+ years,Health Care,0,0
2017/18,Argyll and Bute,Unknown,Health Care,0,0
2017/18,Argyll and Bute,All Ages,Housing Support,320,194.52887537993922
2017/18,Argyll and Bute,0-17 years,Housing Support,0,NA
2017/18,Argyll and Bute,18-64 years,Housing Support,245,731.3432835820895
2017/18,Argyll and Bute,65-74 years,Housing Support,55,244.44444444444443
2017/18,Argyll and Bute,75-84 years,Housing Support,10,20.202020202020204
2017/18,Argyll and Bute,85+ years,Housing Support,5,8.547008547008549
2017/18,Argyll and Bute,Unknown,Housing Support,0,0
2017/18,Argyll and Bute,All Ages,Meals,0,0
2017/18,Argyll and Bute,0-17 years,Meals,0,NA
2017/18,Argyll and Bute,18-64 years,Meals,0,0
2017/18,Argyll and Bute,65-74 years,Meals,0,0
2017/18,Argyll and Bute,75-84 years,Meals,0,0
2017/18,Argyll and Bute,85+ years,Meals,0,0
2017/18,Argyll and Bute,Unknown,Meals,0,0
2017/18,Argyll and Bute,All Ages,Personal Care,1440,875.3799392097264
2017/18,Argyll and Bute,0-17 years,Personal Care,0,NA
2017/18,Argyll and Bute,18-64 years,Personal Care,165,492.5373134328358
2017/18,Argyll and Bute,65-74 years,Personal Care,200,888.8888888888888
2017/18,Argyll and Bute,75-84 years,Personal Care,490,989.89898989899
2017/18,Argyll and Bute,85+ years,Personal Care,585,1000
2017/18,Argyll and Bute,Unknown,Personal Care,0,0
2017/18,Argyll and Bute,All Ages,Respite,25,15.197568389057752
2017/18,Argyll and Bute,0-17 years,Respite,0,NA
2017/18,Argyll and Bute,18-64 years,Respite,10,29.850746268656717
2017/18,Argyll and Bute,65-74 years,Respite,5,22.22222222222222
2017/18,Argyll and Bute,75-84 years,Respite,5,10.101010101010102
2017/18,Argyll and Bute,85+ years,Respite,0,0
2017/18,Argyll and Bute,Unknown,Respite,0,0
2017/18,Argyll and Bute,All Ages,Social Educational Recreational,5,3.0395136778115504
2017/18,Argyll and Bute,0-17 years,Social Educational Recreational,0,NA
2017/18,Argyll and Bute,18-64 years,Social Educational Recreational,5,14.925373134328359
2017/18,Argyll and Bute,65-74 years,Social Educational Recreational,0,0
2017/18,Argyll and Bute,75-84 years,Social Educational Recreational,0,0
2017/18,Argyll and Bute,85+ years,Social Educational Recreational,0,0
2017/18,Argyll and Bute,Unknown,Social Educational Recreational,0,0
2017/18,Argyll and Bute,All Ages,Other,0,0
2017/18,Argyll and Bute,0-17 years,Other,0,NA
2017/18,Argyll and Bute,18-64 years,Other,0,0
2017/18,Argyll and Bute,65-74 years,Other,0,0
2017/18,Argyll and Bute,75-84 years,Other,0,0
2017/18,Argyll and Bute,85+ years,Other,0,0
2017/18,Argyll and Bute,Unknown,Other,0,0
2017/18,Argyll and Bute,All Ages,Not Known,0,0
2017/18,Argyll and Bute,0-17 years,Not Known,0,NA
2017/18,Argyll and Bute,18-64 years,Not Known,0,0
2017/18,Argyll and Bute,65-74 years,Not Known,0,0
2017/18,Argyll and Bute,75-84 years,Not Known,0,0
2017/18,Argyll and Bute,85+ years,Not Known,0,0
2017/18,Argyll and Bute,Unknown,Not Known,0,0
2018/19,Argyll and Bute,All Ages,Domestic Care,45,21.22641509433962
2018/19,Argyll and Bute,0-17 years,Domestic Care,0,0
2018/19,Argyll and Bute,18-64 years,Domestic Care,15,39.473684210526315
2018/19,Argyll and Bute,65-74 years,Domestic Care,5,17.241379310344826
2018/19,Argyll and Bute,75-84 years,Domestic Care,5,7.751937984496124
2018/19,Argyll and Bute,85+ years,Domestic Care,15,19.108280254777068
2018/19,Argyll and Bute,Unknown,Domestic Care,0,0
2018/19,Argyll and Bute,All Ages,Equipment and Temporary Adaptations,0,0
2018/19,Argyll and Bute,0-17 years,Equipment and Temporary Adaptations,0,0
2018/19,Argyll and Bute,18-64 years,Equipment and Temporary Adaptations,0,0
2018/19,Argyll and Bute,65-74 years,Equipment and Temporary Adaptations,0,0
2018/19,Argyll and Bute,75-84 years,Equipment and Temporary Adaptations,0,0
2018/19,Argyll and Bute,85+ years,Equipment and Temporary Adaptations,0,0
2018/19,Argyll and Bute,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,Argyll and Bute,All Ages,Health Care,5,2.3584905660377355
2018/19,Argyll and Bute,0-17 years,Health Care,0,0
2018/19,Argyll and Bute,18-64 years,Health Care,5,13.157894736842104
2018/19,Argyll and Bute,65-74 years,Health Care,0,0
2018/19,Argyll and Bute,75-84 years,Health Care,0,0
2018/19,Argyll and Bute,85+ years,Health Care,0,0
2018/19,Argyll and Bute,Unknown,Health Care,0,0
2018/19,Argyll and Bute,All Ages,Housing Support,85,40.094339622641506
2018/19,Argyll and Bute,0-17 years,Housing Support,10,666.6666666666666
2018/19,Argyll and Bute,18-64 years,Housing Support,55,144.73684210526315
2018/19,Argyll and Bute,65-74 years,Housing Support,10,34.48275862068965
2018/19,Argyll and Bute,75-84 years,Housing Support,5,7.751937984496124
2018/19,Argyll and Bute,85+ years,Housing Support,5,6.369426751592357
2018/19,Argyll and Bute,Unknown,Housing Support,0,0
2018/19,Argyll and Bute,All Ages,Meals,0,0
2018/19,Argyll and Bute,0-17 years,Meals,0,0
2018/19,Argyll and Bute,18-64 years,Meals,0,0
2018/19,Argyll and Bute,65-74 years,Meals,0,0
2018/19,Argyll and Bute,75-84 years,Meals,0,0
2018/19,Argyll and Bute,85+ years,Meals,0,0
2018/19,Argyll and Bute,Unknown,Meals,0,0
2018/19,Argyll and Bute,All Ages,Personal Care,1780,839.622641509434
2018/19,Argyll and Bute,0-17 years,Personal Care,10,666.6666666666666
2018/19,Argyll and Bute,18-64 years,Personal Care,100,263.1578947368421
2018/19,Argyll and Bute,65-74 years,Personal Care,250,862.0689655172413
2018/19,Argyll and Bute,75-84 years,Personal Care,640,992.2480620155038
2018/19,Argyll and Bute,85+ years,Personal Care,785,1000
2018/19,Argyll and Bute,Unknown,Personal Care,0,0
2018/19,Argyll and Bute,All Ages,Respite,0,0
2018/19,Argyll and Bute,0-17 years,Respite,0,0
2018/19,Argyll and Bute,18-64 years,Respite,0,0
2018/19,Argyll and Bute,65-74 years,Respite,0,0
2018/19,Argyll and Bute,75-84 years,Respite,0,0
2018/19,Argyll and Bute,85+ years,Respite,0,0
2018/19,Argyll and Bute,Unknown,Respite,0,0
2018/19,Argyll and Bute,All Ages,Social Educational Recreational,0,0
2018/19,Argyll and Bute,0-17 years,Social Educational Recreational,0,0
2018/19,Argyll and Bute,18-64 years,Social Educational Recreational,0,0
2018/19,Argyll and Bute,65-74 years,Social Educational Recreational,0,0
2018/19,Argyll and Bute,75-84 years,Social Educational Recreational,0,0
2018/19,Argyll and Bute,85+ years,Social Educational Recreational,0,0
2018/19,Argyll and Bute,Unknown,Social Educational Recreational,0,0
2018/19,Argyll and Bute,All Ages,Other,100,47.16981132075472
2018/19,Argyll and Bute,0-17 years,Other,15,1000
2018/19,Argyll and Bute,18-64 years,Other,35,92.10526315789473
2018/19,Argyll and Bute,65-74 years,Other,10,34.48275862068965
2018/19,Argyll and Bute,75-84 years,Other,15,23.25581395348837
2018/19,Argyll and Bute,85+ years,Other,20,25.477707006369428
2018/19,Argyll and Bute,Unknown,Other,0,0
2018/19,Argyll and Bute,All Ages,Not Known,500,235.8490566037736
2018/19,Argyll and Bute,0-17 years,Not Known,0,0
2018/19,Argyll and Bute,18-64 years,Not Known,295,776.3157894736842
2018/19,Argyll and Bute,65-74 years,Not Known,65,224.13793103448276
2018/19,Argyll and Bute,75-84 years,Not Known,65,100.7751937984496
2018/19,Argyll and Bute,85+ years,Not Known,75,95.54140127388536
2018/19,Argyll and Bute,Unknown,Not Known,0,0
2019/20,Argyll and Bute,All Ages,Domestic Care,50,23.148148148148145
2019/20,Argyll and Bute,0-17 years,Domestic Care,0,0
2019/20,Argyll and Bute,18-64 years,Domestic Care,20,47.05882352941176
2019/20,Argyll and Bute,65-74 years,Domestic Care,10,35.08771929824561
2019/20,Argyll and Bute,75-84 years,Domestic Care,10,15.625
2019/20,Argyll and Bute,85+ years,Domestic Care,10,12.738853503184714
2019/20,Argyll and Bute,Unknown,Domestic Care,0,0
2019/20,Argyll and Bute,All Ages,Equipment and Temporary Adaptations,0,0
2019/20,Argyll and Bute,0-17 years,Equipment and Temporary Adaptations,0,0
2019/20,Argyll and Bute,18-64 years,Equipment and Temporary Adaptations,0,0
2019/20,Argyll and Bute,65-74 years,Equipment and Temporary Adaptations,0,0
2019/20,Argyll and Bute,75-84 years,Equipment and Temporary Adaptations,0,0
2019/20,Argyll and Bute,85+ years,Equipment and Temporary Adaptations,0,0
2019/20,Argyll and Bute,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,Argyll and Bute,All Ages,Health Care,10,4.62962962962963
2019/20,Argyll and Bute,0-17 years,Health Care,0,0
2019/20,Argyll and Bute,18-64 years,Health Care,5,11.76470588235294
2019/20,Argyll and Bute,65-74 years,Health Care,0,0
2019/20,Argyll and Bute,75-84 years,Health Care,0,0
2019/20,Argyll and Bute,85+ years,Health Care,0,0
2019/20,Argyll and Bute,Unknown,Health Care,0,0
2019/20,Argyll and Bute,All Ages,Housing Support,320,148.14814814814815
2019/20,Argyll and Bute,0-17 years,Housing Support,5,250
2019/20,Argyll and Bute,18-64 years,Housing Support,245,576.470588235294
2019/20,Argyll and Bute,65-74 years,Housing Support,45,157.89473684210526
2019/20,Argyll and Bute,75-84 years,Housing Support,20,31.25
2019/20,Argyll and Bute,85+ years,Housing Support,10,12.738853503184714
2019/20,Argyll and Bute,Unknown,Housing Support,0,0
2019/20,Argyll and Bute,All Ages,Meals,0,0
2019/20,Argyll and Bute,0-17 years,Meals,0,0
2019/20,Argyll and Bute,18-64 years,Meals,0,0
2019/20,Argyll and Bute,65-74 years,Meals,0,0
2019/20,Argyll and Bute,75-84 years,Meals,0,0
2019/20,Argyll and Bute,85+ years,Meals,0,0
2019/20,Argyll and Bute,Unknown,Meals,0,0
2019/20,Argyll and Bute,All Ages,Personal Care,1970,912.0370370370371
2019/20,Argyll and Bute,0-17 years,Personal Care,15,750
2019/20,Argyll and Bute,18-64 years,Personal Care,270,635.2941176470588
2019/20,Argyll and Bute,65-74 years,Personal Care,270,947.3684210526316
2019/20,Argyll and Bute,75-84 years,Personal Care,635,992.1875
2019/20,Argyll and Bute,85+ years,Personal Care,785,1000
2019/20,Argyll and Bute,Unknown,Personal Care,0,0
2019/20,Argyll and Bute,All Ages,Respite,5,2.314814814814815
2019/20,Argyll and Bute,0-17 years,Respite,0,0
2019/20,Argyll and Bute,18-64 years,Respite,0,0
2019/20,Argyll and Bute,65-74 years,Respite,0,0
2019/20,Argyll and Bute,75-84 years,Respite,0,0
2019/20,Argyll and Bute,85+ years,Respite,0,0
2019/20,Argyll and Bute,Unknown,Respite,0,0
2019/20,Argyll and Bute,All Ages,Social Educational Recreational,0,0
2019/20,Argyll and Bute,0-17 years,Social Educational Recreational,0,0
2019/20,Argyll and Bute,18-64 years,Social Educational Recreational,0,0
2019/20,Argyll and Bute,65-74 years,Social Educational Recreational,0,0
2019/20,Argyll and Bute,75-84 years,Social Educational Recreational,0,0
2019/20,Argyll and Bute,85+ years,Social Educational Recreational,0,0
2019/20,Argyll and Bute,Unknown,Social Educational Recreational,0,0
2019/20,Argyll and Bute,All Ages,Other,230,106.48148148148148
2019/20,Argyll and Bute,0-17 years,Other,15,750
2019/20,Argyll and Bute,18-64 years,Other,145,341.1764705882353
2019/20,Argyll and Bute,65-74 years,Other,25,87.71929824561403
2019/20,Argyll and Bute,75-84 years,Other,25,39.0625
2019/20,Argyll and Bute,85+ years,Other,20,25.477707006369428
2019/20,Argyll and Bute,Unknown,Other,0,0
2019/20,Argyll and Bute,All Ages,Not Known,0,0
2019/20,Argyll and Bute,0-17 years,Not Known,0,0
2019/20,Argyll and Bute,18-64 years,Not Known,0,0
2019/20,Argyll and Bute,65-74 years,Not Known,0,0
2019/20,Argyll and Bute,75-84 years,Not Known,0,0
2019/20,Argyll and Bute,85+ years,Not Known,0,0
2019/20,Argyll and Bute,Unknown,Not Known,0,0
2020/21,Argyll and Bute,All Ages,Domestic Care,40,17.857142857142858
2020/21,Argyll and Bute,0-17 years,Domestic Care,0,0
2020/21,Argyll and Bute,18-64 years,Domestic Care,20,46.51162790697674
2020/21,Argyll and Bute,65-74 years,Domestic Care,5,15.873015873015872
2020/21,Argyll and Bute,75-84 years,Domestic Care,5,7.6923076923076925
2020/21,Argyll and Bute,85+ years,Domestic Care,10,12.048192771084338
2020/21,Argyll and Bute,Unknown,Domestic Care,0,NA
2020/21,Argyll and Bute,All Ages,Equipment and Temporary Adaptations,0,0
2020/21,Argyll and Bute,0-17 years,Equipment and Temporary Adaptations,0,0
2020/21,Argyll and Bute,18-64 years,Equipment and Temporary Adaptations,0,0
2020/21,Argyll and Bute,65-74 years,Equipment and Temporary Adaptations,0,0
2020/21,Argyll and Bute,75-84 years,Equipment and Temporary Adaptations,0,0
2020/21,Argyll and Bute,85+ years,Equipment and Temporary Adaptations,0,0
2020/21,Argyll and Bute,Unknown,Equipment and Temporary Adaptations,0,NA
2020/21,Argyll and Bute,All Ages,Health Care,5,2.232142857142857
2020/21,Argyll and Bute,0-17 years,Health Care,0,0
2020/21,Argyll and Bute,18-64 years,Health Care,5,11.627906976744185
2020/21,Argyll and Bute,65-74 years,Health Care,0,0
2020/21,Argyll and Bute,75-84 years,Health Care,0,0
2020/21,Argyll and Bute,85+ years,Health Care,0,0
2020/21,Argyll and Bute,Unknown,Health Care,0,NA
2020/21,Argyll and Bute,All Ages,Housing Support,340,151.78571428571428
2020/21,Argyll and Bute,0-17 years,Housing Support,5,250
2020/21,Argyll and Bute,18-64 years,Housing Support,240,558.1395348837209
2020/21,Argyll and Bute,65-74 years,Housing Support,50,158.73015873015873
2020/21,Argyll and Bute,75-84 years,Housing Support,30,46.15384615384615
2020/21,Argyll and Bute,85+ years,Housing Support,15,18.072289156626507
